"","date","name","code","daily_cases","cases_seven_day_average"
"435","2021-01-01","United Kingdom","K02000001",53285,45701.7142857143
"436","2020-12-31","United Kingdom","K02000001",55892,42764.5714285714
"437","2020-12-30","United Kingdom","K02000001",50023,40476.7142857143
"438","2020-12-29","United Kingdom","K02000001",53135,38935.8571428571
"439","2020-12-28","United Kingdom","K02000001",41385,36602.8571428571
"440","2020-12-27","United Kingdom","K02000001",30501,35457
"441","2020-12-26","United Kingdom","K02000001",35691,36232.2857142857
"442","2020-12-25","United Kingdom","K02000001",32725,34998.1428571429
"443","2020-12-24","United Kingdom","K02000001",39877,34395.5714285714
"444","2020-12-23","United Kingdom","K02000001",39237,33753.5714285714
"445","2020-12-22","United Kingdom","K02000001",36804,31742.7142857143
"446","2020-12-21","United Kingdom","K02000001",33364,29120.7142857143
"447","2020-12-20","United Kingdom","K02000001",35928,27249.1428571429
"448","2020-12-19","United Kingdom","K02000001",27052,24751.8571428571
"449","2020-12-18","United Kingdom","K02000001",28507,23959
"450","2020-12-17","United Kingdom","K02000001",35383,22982.5714285714
"451","2020-12-16","United Kingdom","K02000001",25161,20922.7142857143
"452","2020-12-15","United Kingdom","K02000001",18450,19696.5714285714
"453","2020-12-14","United Kingdom","K02000001",20263,18815.4285714286
"454","2020-12-13","United Kingdom","K02000001",18447,18023.2857142857
"455","2020-12-12","United Kingdom","K02000001",21502,17855.4285714286
"456","2020-12-11","United Kingdom","K02000001",21672,17003.5714285714
"457","2020-12-10","United Kingdom","K02000001",20964,16235.8571428571
"458","2020-12-09","United Kingdom","K02000001",16578,15366.5714285714
"459","2020-12-08","United Kingdom","K02000001",12282,15308.2857142857
"460","2020-12-07","United Kingdom","K02000001",14718,15472.2857142857
"461","2020-12-06","United Kingdom","K02000001",17272,15131.1428571429
"462","2020-12-05","United Kingdom","K02000001",15539,14400.1428571429
"463","2020-12-04","United Kingdom","K02000001",16298,14447.5714285714
"464","2020-12-03","United Kingdom","K02000001",14879,14408.1428571429
"465","2020-12-02","United Kingdom","K02000001",16170,14790.4285714286
"466","2020-12-01","United Kingdom","K02000001",13430,15082.2857142857
"467","2020-11-30","United Kingdom","K02000001",12330,14777.8571428571
"468","2020-11-29","United Kingdom","K02000001",12155,15223.5714285714
"469","2020-11-28","United Kingdom","K02000001",15871,16153.1428571429
"470","2020-11-27","United Kingdom","K02000001",16022,16725.1428571429
"471","2020-11-26","United Kingdom","K02000001",17555,17329.4285714286
"472","2020-11-25","United Kingdom","K02000001",18213,18095.1428571429
"473","2020-11-24","United Kingdom","K02000001",11299,18294.5714285714
"474","2020-11-23","United Kingdom","K02000001",15450,19544.8571428571
"475","2020-11-22","United Kingdom","K02000001",18662,20389.5714285714
"476","2020-11-21","United Kingdom","K02000001",19875,21289.5714285714
"477","2020-11-20","United Kingdom","K02000001",20252,22287.4285714286
"478","2020-11-19","United Kingdom","K02000001",22915,23294.4285714286
"479","2020-11-18","United Kingdom","K02000001",19609,24802.2857142857
"480","2020-11-17","United Kingdom","K02000001",20051,25279.5714285714
"481","2020-11-16","United Kingdom","K02000001",21363,25331.1428571429
"482","2020-11-15","United Kingdom","K02000001",24962,25329.2857142857
"483","2020-11-14","United Kingdom","K02000001",26860,24702.1428571429
"484","2020-11-13","United Kingdom","K02000001",27301,24430.2857142857
"485","2020-11-12","United Kingdom","K02000001",33470,23856.8571428571
"486","2020-11-11","United Kingdom","K02000001",22950,22524.1428571429
"487","2020-11-10","United Kingdom","K02000001",20412,22842.2857142857
"488","2020-11-09","United Kingdom","K02000001",21350,22786
"489","2020-11-08","United Kingdom","K02000001",20572,22443.1428571429
"490","2020-11-07","United Kingdom","K02000001",24957,22826.2857142857
"491","2020-11-06","United Kingdom","K02000001",23287,22391.7142857143
"492","2020-11-05","United Kingdom","K02000001",24141,22551.4285714286
"493","2020-11-04","United Kingdom","K02000001",25177,22397.7142857143
"494","2020-11-03","United Kingdom","K02000001",20018,22329.7142857143
"495","2020-11-02","United Kingdom","K02000001",18950,22739.2857142857
"496","2020-11-01","United Kingdom","K02000001",23254,23016.4285714286
"497","2020-10-31","United Kingdom","K02000001",21915,22521.5714285714
"498","2020-10-30","United Kingdom","K02000001",24405,22678.2857142857
"499","2020-10-29","United Kingdom","K02000001",23065,22124.7142857143
"500","2020-10-28","United Kingdom","K02000001",24701,21864.2857142857
"501","2020-10-27","United Kingdom","K02000001",22885,22148.1428571429
"502","2020-10-26","United Kingdom","K02000001",20890,21926.1428571429
"503","2020-10-25","United Kingdom","K02000001",19790,21628.1428571429
"504","2020-10-24","United Kingdom","K02000001",23012,21227
"505","2020-10-23","United Kingdom","K02000001",20530,20249.7142857143
"506","2020-10-22","United Kingdom","K02000001",21242,19552.5714285714
"507","2020-10-21","United Kingdom","K02000001",26688,19229.4285714286
"508","2020-10-20","United Kingdom","K02000001",21331,18234.5714285714
"509","2020-10-19","United Kingdom","K02000001",18804,17649.2857142857
"510","2020-10-18","United Kingdom","K02000001",16982,16959
"511","2020-10-17","United Kingdom","K02000001",16171,16371.8571428571
"512","2020-10-16","United Kingdom","K02000001",15650,16228.2857142857
"513","2020-10-15","United Kingdom","K02000001",18980,15973.1428571429
"514","2020-10-14","United Kingdom","K02000001",19724,15767.4285714286
"515","2020-10-13","United Kingdom","K02000001",17234,14972.8571428571
"516","2020-10-12","United Kingdom","K02000001",13972,14588.2857142857
"517","2020-10-11","United Kingdom","K02000001",12872,14391.4285714286
"518","2020-10-10","United Kingdom","K02000001",15166,15832.7142857143
"519","2020-10-09","United Kingdom","K02000001",13864,15505
"520","2020-10-08","United Kingdom","K02000001",17540,14519.8571428571
"521","2020-10-07","United Kingdom","K02000001",14162,13001.8571428571
"522","2020-10-06","United Kingdom","K02000001",14542,11994.1428571429
"523","2020-10-05","United Kingdom","K02000001",12594,10937.1428571429
"524","2020-10-04","United Kingdom","K02000001",22961,9715.71428571429
"525","2020-10-03","United Kingdom","K02000001",12872,7248.85714285714
"526","2020-10-02","United Kingdom","K02000001",6968,6273.14285714286
"527","2020-10-01","United Kingdom","K02000001",6914,6259.71428571429
"528","2020-09-30","United Kingdom","K02000001",7108,6219.71428571429
"529","2020-09-29","United Kingdom","K02000001",7143,6086.85714285714
"530","2020-09-28","United Kingdom","K02000001",4044,5770.14285714286
"531","2020-09-27","United Kingdom","K02000001",5693,5816.42857142857
"532","2020-09-26","United Kingdom","K02000001",6042,5560.14285714286
"533","2020-09-25","United Kingdom","K02000001",6874,5328.71428571429
"534","2020-09-24","United Kingdom","K02000001",6634,4964.14285714286
"535","2020-09-23","United Kingdom","K02000001",6178,4501.42857142857
"536","2020-09-22","United Kingdom","K02000001",4926,4189
"537","2020-09-21","United Kingdom","K02000001",4368,3928.85714285714
"538","2020-09-20","United Kingdom","K02000001",3899,3679.28571428571
"539","2020-09-19","United Kingdom","K02000001",4422,3598
"540","2020-09-18","United Kingdom","K02000001",4322,3465.85714285714
"541","2020-09-17","United Kingdom","K02000001",3395,3354
"542","2020-09-16","United Kingdom","K02000001",3991,3286
"543","2020-09-15","United Kingdom","K02000001",3105,3095.71428571429
"544","2020-09-14","United Kingdom","K02000001",2621,3003.57142857143
"545","2020-09-13","United Kingdom","K02000001",3330,3050.28571428571
"546","2020-09-12","United Kingdom","K02000001",3497,3001.42857142857
"547","2020-09-11","United Kingdom","K02000001",3539,2760.85714285714
"548","2020-09-10","United Kingdom","K02000001",2919,2532.42857142857
"549","2020-09-09","United Kingdom","K02000001",2659,2363.28571428571
"550","2020-09-08","United Kingdom","K02000001",2460,2198.85714285714
"551","2020-09-07","United Kingdom","K02000001",2948,2032.42857142857
"552","2020-09-06","United Kingdom","K02000001",2988,1812.14285714286
"553","2020-09-05","United Kingdom","K02000001",1813,1630.28571428571
"554","2020-09-04","United Kingdom","K02000001",1940,1529.57142857143
"555","2020-09-03","United Kingdom","K02000001",1735,1434.71428571429
"556","2020-09-02","United Kingdom","K02000001",1508,1404.28571428571
"557","2020-09-01","United Kingdom","K02000001",1295,1338.57142857143
"558","2020-08-31","United Kingdom","K02000001",1406,1322.71428571429
"559","2020-08-30","United Kingdom","K02000001",1715,1243.71428571429
"560","2020-08-29","United Kingdom","K02000001",1108,1164.42857142857
"561","2020-08-28","United Kingdom","K02000001",1276,1190.14285714286
"562","2020-08-27","United Kingdom","K02000001",1522,1155.42857142857
"563","2020-08-26","United Kingdom","K02000001",1048,1106.85714285714
"564","2020-08-25","United Kingdom","K02000001",1184,1073.14285714286
"565","2020-08-24","United Kingdom","K02000001",853,1059.57142857143
"566","2020-08-23","United Kingdom","K02000001",1160,1039.57142857143
"567","2020-08-22","United Kingdom","K02000001",1288,1022.42857142857
"568","2020-08-21","United Kingdom","K02000001",1033,992.285714285714
"569","2020-08-20","United Kingdom","K02000001",1182,1050.57142857143
"570","2020-08-19","United Kingdom","K02000001",812,1043
"571","2020-08-18","United Kingdom","K02000001",1089,1071.14285714286
"572","2020-08-17","United Kingdom","K02000001",713,1079.57142857143
"573","2020-08-16","United Kingdom","K02000001",1040,1083.42857142857
"574","2020-08-15","United Kingdom","K02000001",1077,1086.57142857143
"575","2020-08-14","United Kingdom","K02000001",1441,1041
"576","2020-08-13","United Kingdom","K02000001",1129,959.571428571429
"577","2020-08-12","United Kingdom","K02000001",1009,934
"578","2020-08-11","United Kingdom","K02000001",1148,917.285714285714
"579","2020-08-10","United Kingdom","K02000001",740,849
"580","2020-08-09","United Kingdom","K02000001",1062,871.571428571429
"581","2020-08-08","United Kingdom","K02000001",758,826.142857142857
"582","2020-08-07","United Kingdom","K02000001",871,826.571428571429
"583","2020-08-06","United Kingdom","K02000001",950,827.857142857143
"584","2020-08-05","United Kingdom","K02000001",892,813
"585","2020-08-04","United Kingdom","K02000001",670,794.571428571429
"586","2020-08-03","United Kingdom","K02000001",898,781.857142857143
"587","2020-08-02","United Kingdom","K02000001",744,751.428571428571
"588","2020-08-01","United Kingdom","K02000001",761,751.571428571429
"589","2020-07-31","United Kingdom","K02000001",880,752.428571428571
"590","2020-07-30","United Kingdom","K02000001",846,736.428571428571
"591","2020-07-29","United Kingdom","K02000001",763,725.428571428571
"592","2020-07-28","United Kingdom","K02000001",581,696.428571428571
"593","2020-07-27","United Kingdom","K02000001",685,677
"594","2020-07-26","United Kingdom","K02000001",745,658.714285714286
"595","2020-07-25","United Kingdom","K02000001",767,656
"596","2020-07-24","United Kingdom","K02000001",768,664.571428571429
"597","2020-07-23","United Kingdom","K02000001",769,653
"598","2020-07-22","United Kingdom","K02000001",560,634.857142857143
"599","2020-07-21","United Kingdom","K02000001",445,631.714285714286
"600","2020-07-20","United Kingdom","K02000001",557,625
"601","2020-07-19","United Kingdom","K02000001",726,621.142857142857
"602","2020-07-18","United Kingdom","K02000001",827,610.285714285714
"603","2020-07-17","United Kingdom","K02000001",687,609.285714285714
"604","2020-07-16","United Kingdom","K02000001",642,584.285714285714
"605","2020-07-15","United Kingdom","K02000001",538,584.285714285714
"606","2020-07-14","United Kingdom","K02000001",398,597.428571428571
"607","2020-07-13","United Kingdom","K02000001",530,623.571428571429
"608","2020-07-12","United Kingdom","K02000001",650,596.857142857143
"609","2020-07-11","United Kingdom","K02000001",820,577.714285714286
"610","2020-07-10","United Kingdom","K02000001",512,549.714285714286
"611","2020-07-09","United Kingdom","K02000001",642,554.285714285714
"612","2020-07-08","United Kingdom","K02000001",630,544.857142857143
"613","2020-07-07","United Kingdom","K02000001",581,573.285714285714
"614","2020-07-06","United Kingdom","K02000001",343,588.714285714286
"615","2020-07-05","United Kingdom","K02000001",516,656.142857142857
"616","2020-07-04","United Kingdom","K02000001",624,711.142857142857
"617","2020-07-03","United Kingdom","K02000001",544,749.142857142857
"618","2020-07-02","United Kingdom","K02000001",576,815.142857142857
"619","2020-07-01","United Kingdom","K02000001",829,892.571428571429
"620","2020-06-30","United Kingdom","K02000001",689,867.428571428571
"621","2020-06-29","United Kingdom","K02000001",815,893.857142857143
"622","2020-06-28","United Kingdom","K02000001",901,914.285714285714
"623","2020-06-27","United Kingdom","K02000001",890,960
"624","2020-06-26","United Kingdom","K02000001",1006,1017.85714285714
"625","2020-06-25","United Kingdom","K02000001",1118,1066.42857142857
"626","2020-06-24","United Kingdom","K02000001",653,1080.71428571429
"627","2020-06-23","United Kingdom","K02000001",874,1146.71428571429
"628","2020-06-22","United Kingdom","K02000001",958,1204.57142857143
"629","2020-06-21","United Kingdom","K02000001",1221,1218.57142857143
"630","2020-06-20","United Kingdom","K02000001",1295,1260.42857142857
"631","2020-06-19","United Kingdom","K02000001",1346,1279
"632","2020-06-18","United Kingdom","K02000001",1218,1306.85714285714
"633","2020-06-17","United Kingdom","K02000001",1115,1313.71428571429
"634","2020-06-16","United Kingdom","K02000001",1279,1297.71428571429
"635","2020-06-15","United Kingdom","K02000001",1056,1313.14285714286
"636","2020-06-14","United Kingdom","K02000001",1514,1334.42857142857
"637","2020-06-13","United Kingdom","K02000001",1425,1307.57142857143
"638","2020-06-12","United Kingdom","K02000001",1541,1326.42857142857
"639","2020-06-11","United Kingdom","K02000001",1266,1342
"640","2020-06-10","United Kingdom","K02000001",1003,1419
"641","2020-06-09","United Kingdom","K02000001",1387,1543
"642","2020-06-08","United Kingdom","K02000001",1205,1575.28571428571
"643","2020-06-07","United Kingdom","K02000001",1326,1627.42857142857
"644","2020-06-06","United Kingdom","K02000001",1557,1714.57142857143
"645","2020-06-05","United Kingdom","K02000001",1650,1841.42857142857
"646","2020-06-04","United Kingdom","K02000001",1805,1905
"647","2020-06-03","United Kingdom","K02000001",1871,1916.71428571429
"648","2020-06-02","United Kingdom","K02000001",1613,1937
"649","2020-06-01","United Kingdom","K02000001",1570,1992.85714285714
"650","2020-05-31","United Kingdom","K02000001",1936,2000.71428571429
"651","2020-05-30","United Kingdom","K02000001",2445,2068.28571428571
"652","2020-05-29","United Kingdom","K02000001",2095,2141.71428571429
"653","2020-05-28","United Kingdom","K02000001",1887,2312
"654","2020-05-27","United Kingdom","K02000001",2013,2416
"655","2020-05-26","United Kingdom","K02000001",2004,2481.57142857143
"656","2020-05-25","United Kingdom","K02000001",1625,2539.85714285714
"657","2020-05-24","United Kingdom","K02000001",2409,2691.14285714286
"658","2020-05-23","United Kingdom","K02000001",2959,2855.85714285714
"659","2020-05-22","United Kingdom","K02000001",3287,2926.14285714286
"660","2020-05-21","United Kingdom","K02000001",2615,2965.14285714286
"661","2020-05-20","United Kingdom","K02000001",2472,3083.85714285714
"662","2020-05-19","United Kingdom","K02000001",2412,3193.85714285714
"663","2020-05-18","United Kingdom","K02000001",2684,3335.42857142857
"664","2020-05-17","United Kingdom","K02000001",3562,3505.85714285714
"665","2020-05-16","United Kingdom","K02000001",3451,3557.42857142857
"666","2020-05-15","United Kingdom","K02000001",3560,3621
"667","2020-05-14","United Kingdom","K02000001",3446,3776.57142857143
"668","2020-05-13","United Kingdom","K02000001",3242,4086.28571428571
"669","2020-05-12","United Kingdom","K02000001",3403,4496.14285714286
"670","2020-05-11","United Kingdom","K02000001",3877,4639.42857142857
"671","2020-05-10","United Kingdom","K02000001",3923,4654.85714285714
"672","2020-05-09","United Kingdom","K02000001",3896,4714.28571428571
"673","2020-05-08","United Kingdom","K02000001",4649,4844.28571428571
"674","2020-05-07","United Kingdom","K02000001",5614,5066
"675","2020-05-06","United Kingdom","K02000001",6111,5125.71428571429
"676","2020-05-05","United Kingdom","K02000001",4406,4835
"677","2020-05-04","United Kingdom","K02000001",3985,4776.42857142857
"678","2020-05-03","United Kingdom","K02000001",4339,4822.85714285714
"679","2020-05-02","United Kingdom","K02000001",4806,4840.57142857143
"680","2020-05-01","United Kingdom","K02000001",6201,4855.85714285714
"681","2020-04-30","United Kingdom","K02000001",6032,4739.42857142857
"682","2020-04-29","United Kingdom","K02000001",4076,4532.42857142857
"683","2020-04-28","United Kingdom","K02000001",3996,4586
"684","2020-04-27","United Kingdom","K02000001",4310,4629.57142857143
"685","2020-04-26","United Kingdom","K02000001",4463,4681.85714285714
"686","2020-04-25","United Kingdom","K02000001",4913,4880
"687","2020-04-24","United Kingdom","K02000001",5386,4967.57142857143
"688","2020-04-23","United Kingdom","K02000001",4583,4998
"689","2020-04-22","United Kingdom","K02000001",4451,5003
"690","2020-04-21","United Kingdom","K02000001",4301,5025
"691","2020-04-20","United Kingdom","K02000001",4676,5160.85714285714
"692","2020-04-19","United Kingdom","K02000001",5850,5113.14285714286
"693","2020-04-18","United Kingdom","K02000001",5526,5032.85714285714
"694","2020-04-17","United Kingdom","K02000001",5599,4991.14285714286
"695","2020-04-16","United Kingdom","K02000001",4618,5006.42857142857
"696","2020-04-15","United Kingdom","K02000001",4605,5014.57142857143
"697","2020-04-14","United Kingdom","K02000001",5252,5194.57142857143
"698","2020-04-13","United Kingdom","K02000001",4342,4999.71428571429
"699","2020-04-12","United Kingdom","K02000001",5288,4971.28571428571
"700","2020-04-11","United Kingdom","K02000001",5234,5101.42857142857
"701","2020-04-10","United Kingdom","K02000001",5706,4925.14285714286
"702","2020-04-09","United Kingdom","K02000001",4675,4777.42857142857
"703","2020-04-08","United Kingdom","K02000001",5865,4755.57142857143
"704","2020-04-07","United Kingdom","K02000001",3888,4570.14285714286
"705","2020-04-06","United Kingdom","K02000001",4143,4479
"706","2020-04-05","United Kingdom","K02000001",6199,4267.85714285714
"707","2020-04-04","United Kingdom","K02000001",4000,3739.71428571429
"708","2020-04-03","United Kingdom","K02000001",4672,3533.42857142857
"709","2020-04-02","United Kingdom","K02000001",4522,3278.85714285714
"710","2020-04-01","United Kingdom","K02000001",4567,2937
"711","2020-03-31","United Kingdom","K02000001",3250,2492
"712","2020-03-30","United Kingdom","K02000001",2665,2231.57142857143
"713","2020-03-29","United Kingdom","K02000001",2502,1989
"714","2020-03-28","United Kingdom","K02000001",2556,1726.57142857143
"715","2020-03-27","United Kingdom","K02000001",2890,1509.28571428571
"716","2020-03-26","United Kingdom","K02000001",2129,1198.42857142857
"717","2020-03-25","United Kingdom","K02000001",1452,986.142857142857
"718","2020-03-24","United Kingdom","K02000001",1427,875.285714285714
"719","2020-03-23","United Kingdom","K02000001",967,729.571428571429
"720","2020-03-22","United Kingdom","K02000001",665,613.142857142857
"721","2020-03-21","United Kingdom","K02000001",1035,565.285714285714
"722","2020-03-20","United Kingdom","K02000001",714,455.142857142857
"723","2020-03-19","United Kingdom","K02000001",643,382.714285714286
"724","2020-03-18","United Kingdom","K02000001",676,310
"725","2020-03-17","United Kingdom","K02000001",407,225.285714285714
"726","2020-03-16","United Kingdom","K02000001",152,174.571428571429
"727","2020-03-15","United Kingdom","K02000001",330,160
"728","2020-03-14","United Kingdom","K02000001",264,122.142857142857
"729","2020-03-13","United Kingdom","K02000001",207,91
"730","2020-03-12","United Kingdom","K02000001",134,68
"731","2020-03-11","United Kingdom","K02000001",83,53
"732","2020-03-10","United Kingdom","K02000001",52,46
"733","2020-03-09","United Kingdom","K02000001",50,40.1428571428571
"734","2020-03-08","United Kingdom","K02000001",65,33.7142857142857
"735","2020-03-07","United Kingdom","K02000001",46,26.1428571428571
"736","2020-03-06","United Kingdom","K02000001",46,20.1428571428571
"737","2020-03-05","United Kingdom","K02000001",29,14.4285714285714
"738","2020-03-04","United Kingdom","K02000001",34,10.2857142857143
"739","2020-03-03","United Kingdom","K02000001",11,5.42857142857143
"740","2020-03-02","United Kingdom","K02000001",5,3.85714285714286
"741","2020-03-01","United Kingdom","K02000001",12,3.71428571428571
"742","2020-02-29","United Kingdom","K02000001",4,2
"743","2020-02-28","United Kingdom","K02000001",6,1.42857142857143
"744","2020-02-27","United Kingdom","K02000001",0,0.571428571428571
"745","2020-02-26","United Kingdom","K02000001",0,0.571428571428571
"746","2020-02-25","United Kingdom","K02000001",0,0.571428571428571
"747","2020-02-24","United Kingdom","K02000001",4,0.571428571428571
"748","2020-02-23","United Kingdom","K02000001",0,0
"749","2020-02-22","United Kingdom","K02000001",0,0
"750","2020-02-21","United Kingdom","K02000001",0,0
"751","2020-02-20","United Kingdom","K02000001",0,0
"752","2020-02-19","United Kingdom","K02000001",0,0.142857142857143
"753","2020-02-18","United Kingdom","K02000001",0,0.142857142857143
"754","2020-02-17","United Kingdom","K02000001",0,0.142857142857143
"755","2020-02-16","United Kingdom","K02000001",0,0.714285714285714
"756","2020-02-15","United Kingdom","K02000001",0,0.857142857142857
"757","2020-02-14","United Kingdom","K02000001",0,0.857142857142857
"758","2020-02-13","United Kingdom","K02000001",1,0.857142857142857
"759","2020-02-12","United Kingdom","K02000001",0,0.857142857142857
"760","2020-02-11","United Kingdom","K02000001",0,0.857142857142857
"761","2020-02-10","United Kingdom","K02000001",4,0.857142857142857
"762","2020-02-09","United Kingdom","K02000001",1,0.285714285714286
"763","2020-02-08","United Kingdom","K02000001",0,0.142857142857143
"764","2020-02-07","United Kingdom","K02000001",0,0.142857142857143
"765","2020-02-06","United Kingdom","K02000001",1,0.428571428571429
"766","2020-02-05","United Kingdom","K02000001",0,NA
"767","2020-02-04","United Kingdom","K02000001",0,NA
"768","2020-02-03","United Kingdom","K02000001",0,NA
"769","2020-02-02","United Kingdom","K02000001",0,NA
"770","2020-02-01","United Kingdom","K02000001",0,NA
"771","2020-01-31","United Kingdom","K02000001",2,NA
